transcript,label
"This call is from Customs Department, Mumbai Airport division. FIR number 739/2026 has been registered against you. Your Aadhaar number has been used in a money laundering case involving Rs 50 lakh. You are being contacted by the Enforcement Directorate regarding your bank account. You are not permitted to inform any family member about this investigation, it is confidential. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
"Good afternoon, Hi, just checking in about the delivery of your order, it should arrive by Thursday. Hi, this is Gupta calling from HDFC Bank customer service regarding your recent card application. Could you confirm your registered email address? Thanks for your time.",0
You are being contacted by the Enforcement Directorate regarding your bank account. This falls under Section 467 of the IT Act and PMLA. Purchase gift cards worth Rs 50 and share the codes for verification purposes. A warrant has been issued for your arrest under Section 420 unless this is resolved today.,1
"Good afternoon, This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. Let me know if you have any questions.",0
"Dear customer, your Axis Bank account will be suspended in 24 hours due to KYC non-compliance. Update your KYC immediately at axisbank-online-update.in/kyc",1
"I am Inspector Patel from CBI Headquarters, Delhi. Stay on this call and do not contact any lawyer until verification is complete. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. This is a call from RBI's Fraud Monitoring Cell. This is a non-bailable offence. You must cooperate immediately or face digital arrest.",1
Your HDFC Bank account will be permanently deactivated unless you verify immediately. Verify your identity now at hdfcbank-secure-login.net to avoid suspension.,1
"Hey, Hey, are we still meeting for lunch tomorrow? Let me know what time works. Thanks for your time.",0
Your Axis Bank account has been locked due to suspicious activity. Update your KYC immediately at axisbank-online-update.in/kyc,1
"Hello, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Have a good day.",0
"Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Your bank account will be frozen in the next 30 minutes if you do not comply. This is being recorded as evidence for the Supreme Court proceeding. I am Inspector Gupta from CBI Headquarters, Delhi. You must deposit funds into a government safe custody account for 24 hours, it will be refunded.",1
"You have been named in an FIR filed at Mumbai Police Station. Your case reference number is REF780956, please note it down. Your bank account will be frozen in the next 30 minutes if you do not comply. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Purchase gift cards worth Rs 25 and share the codes for verification purposes. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity.",1
"Share the OTP sent to your phone so we can verify your account is not compromised. Your case reference number is REF544664, please note it down. A parcel booked in your name containing illegal substances was intercepted at customs. You have been named in an FIR filed at Kolkata Police Station. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol.",1
Your Paytm account will be permanently deactivated unless you verify immediately. Confirm your details within 24 hours: bit.ly/paytm-verify,1
"You have been named in an FIR filed at Chennai Police Station. A warrant has been issued for your arrest under Section 66D unless this is resolved today. Stay on this call and do not contact any lawyer until verification is complete. I am a Sub-Inspector with the Narcotics Control Bureau. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
